Gene_ID,Transcript_ID,Average Oocyte(RPKM),Average Zygote(RPKM),Average 2-cell embryo(RPKM),Average 4-cell embryo(RPKM),Average 8-cell embryo(RPKM),Average Morulae(RPKM),Average Trophectoderm(RPKM),Average Primitive endoderm(RPKM),Average epiblast(RPKM),Average hESC passage#0(RPKM),Average hESC passage#10(RPKM)
ETS2,"NM_005239, ",0.367,0.187,0.6,0.872,0.604,0.691,0.344,5.445,1.754,14.937,7.097
IFFO2,"NM_001136265, ",0.468,0.575,0.374,1.295,0.526,0.472,0.0,0.0,0.0,0.408,1.354
PRMT2,"NM_001535, NM_206962, ",11.385,10.15,5.705,11.719,4.971,1.39,1.199,4.025,4.765,14.225,23.666
ZNF382,"NM_032825, ",1.277,7.183,3.987,3.977,0.028,0.492,1.627,0.0,0.112,0.0,0.56
DEGS2,"NM_206918, ",20.237,27.171,18.668,18.346,9.908,1.901,0.144,4.346,0.0,0.44,0.203
INTS8,"NM_017864, ",122.585,113.505,105.396,139.266,27.81,5.939,21.101,12.227,16.855,19.767,8.479
CCDC83,"NM_173556, ",0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0
CCDC102A,"NM_033212, ",0.155,0.0,0.0,0.86,0.028,0.0,0.378,3.777,5.97,1.303,1.73
ITGA1,"NM_181501, ",0.0,0.0,0.0,0.0,0.117,0.141,0.0,0.297,0.0,0.547,0.536
EPHA5,"NM_004439, NM_182472, ",0.0,0.0,0.0,0.0,0.038,0.142,0.0,0.0,0.0,0.18,0.0
FAM24B,"NM_152644, ",13.164,8.522,8.503,17.129,6.55,2.536,0.617,0.0,0.0,0.069,0.078
MIR647,"NR_030377, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSGA10,"NM_025244, NM_182911, ",7.716,7.241,3.995,6.529,2.927,6.049,0.711,0.028,0.908,1.309,2.791
FAM156B,"NM_001099684, NM_001099684, ",0.0,0.209,0.085,0.319,1.833,4.416,4.588,3.271,2.243,8.148,9.677
HAL,"NM_002108, ",3.057,5.43,3.499,4.782,1.643,0.042,0.0,0.0,0.0,0.0,0.008
MYOT,"NM_001135940, NM_006790, ",0.261,0.196,0.098,0.065,0.046,0.153,0.191,0.0,0.0,0.0,0.089
SPACA3,"NM_173847, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2L2,"NM_004050, ",0.0,0.038,0.017,0.322,0.073,0.04,0.259,1.119,0.668,1.249,0.571
CCNB3,"NM_033031, NM_033670, ",25.697,52.589,38.64,51.527,3.16,0.112,1.108,0.0,0.0,0.0,0.13
RNF113B,"NM_178861, ",0.0,0.0,0.0,0.0,2.178,5.3,0.016,0.0,0.0,0.0,0.0
MERTK,"NM_006343, ",3.186,4.974,3.36,5.237,4.44,4.004,6.037,8.057,17.507,0.803,1.493
BAG1,"NM_001172415, NM_004323, ",0.666,2.148,1.553,3.051,6.491,3.351,16.238,13.191,9.162,6.511,8.582
VPS36,"NM_016075, ",4.793,4.97,3.093,3.456,2.105,2.821,12.286,13.843,5.184,6.447,7.174
ORMDL3,"NM_139280, ",14.582,13.927,19.396,19.987,23.81,18.112,6.669,8.636,3.701,12.704,21.963
ZNF625,"NM_145233, ",0.0,0.0,0.017,0.226,3.042,5.019,3.714,0.404,0.918,2.08,1.868
CORO2B,"NM_001190456, NM_001190457, NM_006091, ",0.134,0.45,0.182,0.54,0.01,0.072,0.0,0.0,0.0,0.973,0.533
C1orf190,"NM_001013615, ",0.183,0.482,0.52,0.42,2.557,2.513,2.877,6.634,0.0,1.422,1.086
ALOX15,"NM_001140, ",107.809,53.081,41.45,58.458,12.778,2.683,0.0,0.0,0.0,0.526,1.593
CST1,"NM_001898, ",0.0,0.0,0.0,0.066,0.907,0.0,0.0,0.0,3.126,0.743,0.0
NUPR1,"NM_001042483, NM_012385, ",0.0,0.0,0.061,0.305,2.271,0.348,0.0,0.0,0.205,0.0,1.185
CCL7,"NM_006273, ",0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0
SMCR5,"NR_024007, ",0.0,0.0,0.019,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0
DSC2,"NM_004949, NM_024422, ",0.0,0.0,0.0,0.0,1.37,1.177,13.108,4.093,8.841,3.618,3.491
GRIK4,"NM_014619, ",1.746,1.869,0.876,3.049,0.622,0.0,0.0,0.0,0.0,0.022,0.433
RBMS2,"NM_002898, ",1.275,6.178,5.712,7.257,3.447,2.42,1.05,0.665,3.05,2.381,2.664
TRIM65,"NM_173547, ",0.276,0.27,0.283,0.242,0.213,0.631,0.776,0.746,0.19,2.871,1.1
TMPRSS6,"NM_153609, ",0.047,0.064,0.021,0.014,0.023,0.022,0.0,0.0,0.0,0.042,0.24
TP53INP2,"NM_021202, ",8.387,11.642,15.84,17.151,1.966,3.225,0.352,2.048,0.855,0.722,0.816
GLB1L,"NM_024506, ",33.614,30.188,20.008,24.06,9.497,8.009,0.116,2.884,0.19,2.333,0.61
SNORD111,"NR_003079, ",0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0
PUS1,"NM_001002019, NM_001002020, NM_025215, ",1.795,0.51,0.522,1.284,15.1,16.982,26.757,30.78,12.505,13.542,17.011
BCL9L,"NM_182557, ",0.23,1.0,1.304,1.827,0.201,0.091,0.488,0.417,0.255,0.759,1.249
OLFM1,"NM_006334, NM_014279, ",7.192,3.387,1.553,3.449,3.398,2.464,0.0,0.0,0.0,6.806,17.887
MASTL,"NM_001172303, NM_001172304, NM_032844, ",26.052,11.356,10.374,17.553,41.386,31.341,21.236,11.69,15.798,40.536,23.545
RET,"NM_020630, NM_020975, ",0.0,0.038,0.0,0.073,0.097,0.26,1.612,0.0,0.259,2.528,2.354
LOC284232,"NR_027995, ",0.165,0.237,0.184,0.694,2.907,5.892,0.677,0.599,2.083,1.721,1.13
ALX3,"NM_006492, ",0.0,0.175,0.221,0.369,0.378,0.0,0.0,0.0,0.0,0.0,0.0
IL1RL1,"NM_003856, NM_016232, ",0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,1.019,0.0,0.0
ZNF765,"NM_001040185, ",1.375,6.057,5.396,8.497,4.517,4.687,2.406,2.187,2.727,1.153,1.321
CT45A6,"NM_001017438, ",0.0,0.0,0.0,0.322,2.016,1.076,0.042,0.0,0.0,0.0,0.0
C14orf138,"NM_001040662, NM_024558, ",0.101,0.101,0.017,0.605,23.426,25.134,10.259,5.869,2.981,10.852,8.767
SNX10,"NM_013322, ",4.453,4.793,3.101,3.438,1.186,1.817,1.101,3.915,2.866,1.715,1.202
KRTAP10-2,"NM_198693, ",0.078,0.197,0.229,0.121,0.092,0.0,0.0,0.0,0.0,0.023,0.174
TAC4,"NM_001077503, NM_001077504, NM_001077505, NM_001077506, NM_170685, ",0.0,0.0,0.0,0.198,0.218,0.054,0.0,0.0,0.0,0.0,0.0
DKFZp434J0226,"NR_027003, ",0.062,0.0,0.0,0.25,0.008,0.172,0.0,0.0,0.0,0.0,0.0
C1orf64,"NM_178840, ",0.0,0.0,0.026,1.089,6.913,0.753,0.0,0.0,0.0,0.0,0.0
POGK,"NM_017542, ",0.498,0.354,0.414,0.24,1.119,4.889,2.149,5.947,12.861,13.839,14.075
MAPK9,"NM_001135044, NM_002752, NM_139068, NM_139069, NM_139070, ",5.881,4.493,2.338,4.738,2.19,0.972,8.417,11.81,2.942,6.095,4.393
ZNF366,"NM_152625, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8orf79,"NM_001099677, NM_020844, ",0.035,0.039,0.141,0.301,0.735,1.758,0.296,0.054,0.408,0.401,0.404
CLDN7,"NM_001185022, NM_001185023, NM_001307, ",0.0,0.0,0.029,0.194,2.689,19.105,77.999,99.152,51.089,58.846,60.661
TRIM37,"NM_001005207, NM_015294, ",27.341,15.829,9.45,16.375,5.277,2.124,8.904,4.133,12.218,16.067,13.747
LRRC25,"NM_145256, ",0.093,0.0,0.018,0.082,0.159,0.404,0.291,0.0,0.329,0.082,0.853
GRHL2,"NM_024915, ",4.93,10.282,9.371,21.046,3.618,2.441,6.762,1.298,1.868,3.489,3.522
TEKT3,"NM_031898, ",0.439,0.063,0.098,1.952,0.947,0.591,2.726,0.0,0.0,0.184,0.274
LASS5,"NM_147190, ",1.303,3.147,2.809,6.875,85.403,130.374,59.946,10.59,5.522,17.537,13.702
DLG3,"NM_001166278, NM_020730, NM_021120, ",6.063,13.627,10.3,20.131,2.22,0.657,7.849,5.552,11.587,4.987,9.384
ABCC4,"NM_001105515, NM_005845, ",32.07,34.481,40.694,28.39,3.554,2.505,28.323,9.505,4.431,4.145,2.946
ZFP36L2,"NM_006887, ",0.3,0.687,0.891,0.189,5.229,12.983,18.01,10.929,16.464,47.885,30.624
VGLL1,"NM_016267, ",0.0,0.0,0.0,0.0,0.0,0.0,4.249,4.381,2.023,0.0,0.0
FAM171A1,"NM_001010924, ",1.578,1.121,0.562,1.759,2.611,6.952,0.975,1.056,0.323,12.718,12.719
MFRP,"NM_031433, ",0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.086,0.024
BATF3,"NM_018664, ",0.686,3.535,1.759,1.891,6.499,64.981,12.284,10.41,4.367,6.3,4.148
PCNX,"NM_014982, ",0.612,0.583,0.513,0.901,1.881,3.082,2.427,2.125,1.7,1.753,2.402
ANXA9,"NM_003568, ",0.0,0.0,0.0,0.0,0.117,0.422,0.397,0.0,0.0,1.352,7.365
SRR,"NM_021947, ",0.7,1.212,0.7,1.507,25.007,20.557,26.505,13.185,16.77,14.262,15.548
CYP4V2,"NM_207352, ",2.678,2.438,1.638,3.841,1.877,2.715,1.0,0.534,1.524,1.657,2.188
PIK3C2A,"NM_002645, ",76.669,54.2,41.412,38.444,15.664,6.991,12.924,16.152,16.719,22.294,14.739
LOC148824,"NR_027309, ",0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.789,0.0
NOL3,"NM_001185057, NM_001185058, NM_003946, ",0.0,0.09,0.0,0.039,0.597,3.739,0.175,9.056,4.315,0.791,1.147
IFITM2,"NM_006435, ",0.0,0.0,0.042,0.02,0.017,0.007,36.095,57.341,97.546,79.843,54.94
ARNTL2,"NM_020183, ",0.512,1.734,1.026,1.522,0.832,0.5,8.391,6.537,4.438,3.691,3.676
ZNF595,"NM_182524, ",4.467,43.247,44.435,16.441,49.446,25.52,8.294,3.211,4.22,2.072,5.828
ASAP3,"NM_001143778, NM_017707, ",0.112,0.744,0.87,2.407,1.48,0.965,0.0,0.0,5.313,2.062,3.908
NLRP13,"NM_176810, ",237.117,249.551,376.062,317.865,94.938,16.853,0.351,0.0,0.0,0.0,0.06
ASPH,"NM_001164750, NM_001164751, NM_001164752, NM_001164753, NM_001164754, NM_001164755, NM_001164756, NM_004318, NM_020164, NM_032466, NM_032467, NM_032468, ",5.089,5.499,2.905,3.352,3.192,2.621,2.638,3.734,4.865,7.309,6.083
CPA2,"NM_001869, ",0.962,2.371,1.77,5.718,1.978,2.344,0.0,0.0,0.0,0.0,0.022
PVRIG,"NM_024070, ",0.0,0.106,0.252,0.0,0.376,0.033,0.0,0.399,0.0,0.068,0.192
SNORD69,"NR_003057, ",0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0
LEPR,"NM_001003679, NM_001003680, NM_002303, ",0.496,0.477,0.46,0.575,9.911,32.115,1.927,1.358,8.527,2.377,2.152
SH3BGRL,"NM_003022, ",0.0,0.0,0.0,0.0,5.648,2.526,0.0,1.716,0.0,34.759,37.58
C16orf42,"NM_001001410, ",0.446,1.439,1.144,0.662,1.578,5.875,18.764,38.615,9.344,12.629,10.243
FNDC7,"NM_001144937, ",0.0,0.685,0.105,0.473,1.126,1.673,0.0,0.0,0.0,0.125,0.226
C9orf6,"NM_017832, ",8.352,14.125,7.668,3.732,0.948,9.162,10.126,10.001,4.117,25.456,7.662
NBPF6,"NM_001143987, NM_001143988, ",0.0,0.0,0.0,0.0,0.089,0.573,0.147,0.0,0.0,0.0,0.0
NOTCH2NL,"NM_203458, ",1.102,0.902,0.666,0.753,5.647,0.723,0.688,4.01,0.877,4.176,1.566
SYNGR2,"NM_004710, ",1.301,1.978,1.516,1.032,13.104,33.969,67.215,52.964,41.909,18.691,39.141
PGBD1,"NM_001184743, NM_032507, ",0.0,0.036,0.023,0.0,2.061,3.559,5.551,2.467,7.644,4.127,10.0
PITPNA,"NM_006224, ",7.104,15.131,12.319,15.259,25.753,23.798,13.087,14.354,14.832,14.258,10.483
PRPF4B,"NM_003913, ",1.449,2.619,2.044,2.303,23.888,13.02,22.168,14.923,8.87,24.195,16.811
SLC43A3,"NM_014096, NM_017611, NM_199329, ",63.426,64.261,43.232,56.709,6.145,2.909,1.421,0.531,0.0,5.792,8.81
LOC338864,"NR_034024, NR_034025, ",0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.0,0.0,0.0,0.0
NRBP1,"NM_013392, ",4.795,25.888,18.707,42.587,49.743,29.936,25.029,25.97,54.376,29.312,33.338
KDM1A,"NM_001009999, NM_015013, ",26.054,20.298,16.105,37.743,24.962,11.552,20.74,30.75,16.155,60.655,45.545
SLC25A22,"NM_001191060, NM_001191061, NM_024698, ",11.861,5.53,5.423,10.525,1.08,0.654,2.951,7.204,0.567,4.393,7.488
ILK,"NM_001014794, NM_001014795, NM_004517, ",8.813,3.58,2.969,4.226,10.54,5.522,19.807,24.401,22.642,21.259,40.21
LOC285045,"NR_027098, NR_027099, NR_027100, ",0.0,0.0,0.058,0.0,0.009,0.015,0.0,0.0,0.0,0.0,0.0
SLC22A8,"NM_001184732, NM_001184733, NM_001184736, NM_004254, ",0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0
MRPS7,"NM_015971, ",8.517,8.545,7.272,19.032,102.841,173.821,153.866,156.039,156.852,116.98,132.324
PITX2,"NM_000325, NM_153426, NM_153427, ",4.465,2.782,2.658,2.292,2.839,4.584,0.651,7.012,50.236,3.604,1.579
FABP3,"NM_004102, ",2.819,4.073,2.562,2.426,3.124,0.658,175.462,216.417,31.901,8.896,7.849
OR1L1,"NM_001005236, ",0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW12,"NM_001159927, NM_001159929, NM_207102, ",88.316,66.56,34.845,74.705,12.743,5.714,0.008,0.291,0.0,0.0,0.296
TFPT,"NM_013342, ",0.667,3.467,2.649,8.097,59.632,26.729,7.839,13.917,0.688,12.248,20.189
KIAA1217,"NM_001098500, NM_001098501, NM_019590, ",0.0,0.0,0.087,0.237,0.038,0.268,0.311,3.97,5.54,1.419,1.073
AP4B1,"NM_006594, ",10.287,7.639,6.744,15.897,26.912,16.398,0.337,0.035,0.357,3.421,4.778
VBP1,"NM_003372, ",11.357,18.137,10.031,7.425,51.792,71.489,74.275,151.055,43.106,101.863,51.793
TTC24,"NM_001105669, ",0.868,0.569,0.563,1.796,0.125,0.04,0.0,0.0,0.0,0.0,0.0
MORC3,"NM_015358, ",2.086,1.978,0.785,1.594,16.36,13.841,6.141,2.713,1.112,4.372,1.798
BHMT2,"NM_001178005, NM_017614, ",5.888,4.67,1.762,1.092,1.15,0.909,1.196,0.05,0.816,0.528,0.318
FZD7,"NM_003507, ",0.0,0.0,0.0,0.164,8.049,9.666,1.709,3.779,2.775,111.163,72.141
C3orf10,"NM_018462, ",51.594,33.77,32.838,35.833,13.082,92.08,65.447,81.32,67.384,155.49,172.164
GATSL3,"NM_001037666, ",5.516,3.917,1.712,3.262,0.331,0.388,0.0,0.0,0.0,3.696,1.616
LOC388942,"NR_033996, ",0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATE2,"NM_212555, ",0.0,0.05,0.328,0.175,0.0,0.01,0.0,0.0,0.0,0.035,0.689
WFDC10A,"NM_080753, ",0.557,4.533,3.138,1.633,0.746,0.505,0.0,0.0,0.0,0.0,0.009
VANGL2,"NM_020335, ",0.056,0.122,0.0,0.014,0.015,0.029,0.0,0.789,1.55,5.552,3.708
PMS2CL,"NR_002217, ",0.9,1.741,1.0,1.409,2.452,3.09,1.649,1.99,0.932,2.407,2.569
MTRNR2L5,"NM_001190478, ",0.109,0.039,0.109,0.315,0.296,0.786,0.497,0.089,1.218,0.561,0.29
TIGIT,"NM_173799, ",10.974,15.165,11.505,20.75,4.188,2.327,0.0,0.0,0.0,0.0,0.015
FA2H,"NM_024306, ",1.047,1.028,0.877,0.547,0.606,10.304,1.313,0.0,0.388,1.152,0.74
ALG13,"NM_001039210, NM_001099922, NM_001168385, NM_018466, NR_033124, NR_033125, NR_033127, NR_033128, NR_033129, NR_033131, NR_033132, NR_033134, ",6.067,12.991,6.953,11.871,4.5,2.274,4.113,11.209,3.584,6.781,3.507
TTLL7,"NM_024686, ",0.0,0.056,0.073,0.129,1.96,0.573,0.0,0.021,0.0,0.391,0.635
SPOCK3,"NM_001040159, NM_016950, ",2.252,0.738,0.678,0.485,0.209,0.0,0.0,0.0,0.0,0.0,0.009
SLC13A2,"NM_001145975, NM_001145976, NM_003984, NR_027384, ",0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIM1,"NM_001624, ",69.904,59.554,65.632,64.557,8.376,7.442,0.049,2.852,5.884,3.597,1.876
MPV17L2,"NM_032683, ",4.086,7.209,4.321,3.584,33.741,66.984,56.329,47.534,47.224,39.469,30.826
GPRC6A,"NM_148963, ",0.093,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.158
EGR2,"NM_000399, NM_001136177, NM_001136178, NM_001136179, ",0.0,0.0,0.0,0.826,4.441,2.394,0.863,0.0,0.039,9.045,16.213
TMEM8B,"NM_001042589, NM_001042590, NM_016446, ",0.234,0.682,0.583,2.073,1.121,0.009,0.0,0.0,0.0,1.633,2.477
MED11,"NM_001001683, ",39.333,13.62,15.65,27.059,20.676,46.037,19.638,39.132,10.054,50.714,25.663
WWC1,"NM_001161661, NM_001161662, NM_015238, ",1.389,2.272,1.457,1.938,0.695,3.178,8.355,5.412,2.177,3.926,5.591
MIR363,"NR_029852, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0
GLB1L2,"NM_138342, ",0.423,1.766,0.885,2.622,0.628,0.091,0.0,0.0,0.0,2.625,2.667
FAM21B,"NM_018232, NM_018232, ",7.267,9.076,7.266,11.189,3.567,3.975,7.553,10.599,10.711,5.615,6.506
SH3GL3,"NM_003027, NR_026799, ",21.122,29.623,12.723,16.035,1.218,3.036,38.64,33.052,0.95,3.247,4.879
MYCNOS,"NR_026766, ",0.0,0.0,0.0,0.612,0.598,0.671,1.378,0.0,0.0,1.535,5.665
RIF1,"NM_001177663, NM_001177664, NM_001177665, NM_018151, ",24.027,24.315,25.679,10.629,47.377,43.206,18.83,11.859,10.352,22.656,16.094
PRLH,"NM_015893, ",0.288,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLDLR,"NM_001018056, NM_003383, ",2.434,10.075,5.347,12.974,7.325,2.995,0.157,0.0,2.637,5.277,6.348
DBT,"NM_001918, ",4.714,2.956,1.89,1.491,3.131,2.751,4.396,5.502,1.641,8.689,5.893
CGGBP1,"NM_001008390, NM_003663, ",3.41,9.803,5.857,8.462,9.677,9.191,7.205,5.134,8.384,5.466,5.968
C21orf63,"NM_058187, ",1.311,10.114,9.284,17.011,5.765,0.422,0.007,1.395,0.952,1.045,1.515
KRTAP12-2,"NM_181684, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.427
ZBTB16,"NM_001018011, NM_006006, ",87.976,39.554,31.764,44.842,7.829,3.132,0.0,0.0,0.0,1.734,0.062
PDGFB,"NM_002608, NM_033016, ",0.0,0.0,0.0,0.212,0.0,0.165,0.0,0.0,0.0,1.66,0.741
RFX1,"NM_002918, ",0.567,0.484,0.587,0.469,0.251,0.345,0.374,0.101,0.0,0.975,3.134
UQCRB,"NM_006294, ",8.836,18.796,13.654,4.091,4.495,13.346,22.623,18.494,21.407,23.812,27.031
HPS3,"NM_032383, ",12.781,5.526,1.816,3.757,1.347,0.453,2.775,1.236,4.649,12.255,5.033
LGALS3BP,"NM_005567, ",0.0,0.054,0.045,0.0,0.0,4.202,0.0,1.833,0.0,1.001,5.97
LOC400550,"NR_033925, NR_036444, ",0.0,0.0,0.0,0.012,0.022,0.027,0.058,0.0,0.074,0.0,0.007
FAM90A18,"NM_001164451, NM_001164451, ",0.0,0.0,0.059,20.351,2.766,7.845,0.0,0.0,0.0,0.0,0.0
MRFAP1L1,"NM_203462, ",7.535,39.479,22.589,28.639,54.079,86.812,66.858,56.837,31.74,72.663,64.464
HOXA10,"NM_018951, NM_153715, ",0.0,0.035,0.052,0.502,1.29,3.872,0.0,0.0,0.0,0.0,0.0
NGB,"NM_021257, ",0.384,0.836,1.238,0.181,0.457,0.688,0.0,0.0,0.0,0.366,0.062
KIF21A,"NM_001173463, NM_001173464, NM_001173465, NM_017641, ",0.0,0.0,0.0,0.033,1.628,0.357,18.542,8.433,11.077,3.919,11.048
IFLTD1,"NM_001145727, NM_001145728, NM_001145729, NM_152590, NR_027296, ",0.0,0.0,0.0,0.496,0.068,0.125,0.099,0.018,0.167,0.103,0.106
LZTS1,"NM_021020, ",0.158,0.039,0.0,0.102,0.069,0.009,0.0,0.731,0.224,2.026,1.005
ARHGEF3,"NM_001128615, NM_001128616, NM_019555, ",24.356,15.205,12.04,15.467,6.438,4.588,2.162,2.078,0.02,1.861,0.423
RHBDL3,"NM_138328, ",0.108,0.339,0.096,0.345,0.064,0.0,0.0,0.0,0.0,1.181,2.901
SNAR-A11,"NR_024225, NR_024225, NR_024225, NR_024225, NR_024225, NR_024225, NR_024225, NR_024225, NR_024225, NR_024225, ",0.0,0.187,0.06,0.028,0.081,0.0,0.153,0.047,0.0,0.0,0.0
CSNK1G2,"NM_001319, ",22.77,14.338,8.596,11.016,7.309,4.823,7.806,12.607,8.952,23.132,19.875
KIAA1244,"NM_020340, ",1.236,1.242,0.935,2.176,0.195,0.032,0.667,1.225,0.0,2.975,6.074
GABRB2,"NM_000813, NM_021911, ",0.0,0.0,0.0,0.0,0.0,0.04,0.043,0.0,0.0,0.0,0.304
CD27,"NM_001242, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.074,0.004
MGC72080,"NR_002822, ",25.737,153.074,136.833,88.218,17.888,1.231,23.374,24.211,6.231,1.92,7.496
EGLN1,"NM_022051, ",1.507,1.73,0.971,1.711,4.185,4.03,3.844,1.544,3.121,1.265,1.055
PEX13,"NM_002618, ",12.096,8.56,6.067,15.326,8.352,7.954,4.541,6.018,2.615,3.358,4.956
RWDD3,"NM_001128142, NM_015485, ",5.503,1.72,0.956,2.71,4.881,8.046,13.736,7.228,4.597,11.014,9.288
YDJC,"NM_001017964, ",0.342,0.677,0.26,0.167,0.588,5.993,24.176,42.695,10.643,5.992,6.229
GRIN2B,"NM_000834, ",2.503,4.75,2.758,6.323,0.59,0.087,0.0,0.0,0.0,0.048,0.015
FAM35B2,"NR_027634, ",0.043,0.241,0.128,0.166,1.31,0.577,1.739,0.582,2.928,1.211,0.88
ADAMTS14,"NM_080722, NM_139155, ",0.0,0.515,0.431,1.093,0.053,0.0,0.0,0.0,0.0,0.0,0.029
DYDC2,"NM_032372, ",0.0,0.0,0.02,0.261,0.436,2.962,0.062,0.029,0.0,0.572,3.949
ATP6AP1,"NM_001183, ",2.306,3.284,2.153,4.449,8.09,19.017,31.452,40.086,33.772,9.903,13.399
NR1H2,"NM_007121, ",68.319,19.309,16.019,41.009,23.824,23.32,19.998,23.581,47.845,22.967,28.23
PDK2,"NM_002611, ",1.438,8.036,4.423,6.71,1.071,0.286,0.08,0.0,0.053,6.038,2.67
C3orf17,"NM_015412, NR_027794, NR_027796, ",16.802,42.153,31.809,50.849,22.217,27.501,16.037,15.401,20.07,14.231,10.889
SLC38A2,"NM_018976, ",0.503,0.468,0.416,0.584,3.381,10.604,14.876,13.15,28.398,46.81,29.981
SLC25A29,"NM_001039355, ",2.516,0.786,0.95,0.817,0.039,1.069,5.773,15.821,21.539,11.639,28.111
OR2M7,"NM_001004691, ",1.234,2.717,0.839,2.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRIQ3,"NM_001105659, ",1.649,0.632,0.29,0.338,0.514,0.716,0.0,0.0,0.0,0.132,0.285
C15orf29,"NM_024713, ",9.423,5.837,1.88,3.065,9.91,2.079,14.011,11.891,12.5,29.796,18.435
ADAM9,"NM_003816, NR_027638, NR_027639, NR_027878, ",0.668,1.136,0.907,1.102,6.487,8.735,32.644,19.815,11.372,2.988,1.462
TMUB2,"NM_001076674, NM_024107, NM_177441, ",2.446,1.592,1.073,2.343,37.63,27.038,4.543,8.317,3.656,10.655,7.052
GPR176,"NM_007223, ",0.0,0.22,0.084,0.084,0.681,0.272,0.107,0.114,3.523,1.873,6.523
SNORA14A,"NR_002955, ",0.0,0.519,0.214,0.0,0.576,0.248,0.0,0.0,0.0,0.0,0.0
AGK,"NM_018238, ",84.261,88.644,80.163,91.627,13.754,2.567,6.485,9.633,1.234,4.579,5.438
MCCD1,"NM_001011700, NM_001011700, NM_001011700, NM_001011700, NM_001011700, NM_001011700, NM_001011700, NM_001011700, ",0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA4,"NM_002489, ",83.491,35.649,25.434,37.752,82.318,137.288,269.405,486.435,401.684,375.191,619.386
TMEM146,"NM_152784, ",5.644,3.282,1.599,3.681,2.32,0.069,0.0,0.0,0.0,0.0,0.0
PABPC1L2A,"NM_001012977, ",0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.112,0.014
DUSP1,"NM_004417, ",0.594,1.275,0.0,0.032,4.089,10.334,4.235,25.082,23.022,40.635,17.954
PKP4,"NM_001005476, NM_003628, ",5.09,3.29,2.639,8.016,2.471,3.868,11.845,8.692,6.478,20.469,20.338
UNQ6975,"NR_033831, ",0.0,0.062,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMX2OS,"NR_002791, ",0.0,0.159,0.151,0.105,0.261,0.329,0.319,0.0,0.213,0.164,0.177
INSM2,"NM_032594, ",0.036,0.0,0.022,0.0,3.896,3.897,0.0,0.0,0.0,0.028,0.0
SETD6,"NM_001160305, NM_024860, ",24.451,26.386,19.103,21.21,9.729,6.488,10.473,9.596,16.78,17.432,15.188
LUZP4,"NM_016383, ",0.0,0.0,0.0,0.0,2.514,11.398,0.0,0.873,0.291,0.0,0.079
P2RY2,"NM_002564, NM_176071, NM_176072, ",0.0,0.0,0.0,0.0,0.055,0.709,0.515,0.0,1.454,0.099,0.379
SLC45A2,"NM_001012509, NM_016180, ",0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.025
RABGAP1,"NM_012197, ",62.055,47.444,40.692,36.821,8.641,7.388,3.233,4.115,0.151,4.607,4.353
GPRC5A,"NM_003979, ",1.203,0.5,2.453,0.636,0.905,0.693,93.142,22.445,7.69,0.0,0.095
PAK3,"NM_001128166, NM_001128167, NM_001128168, NM_001128172, NM_001128173, NM_002578, ",0.311,0.074,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.395,1.52
TGFBR1,"NM_001130916, NM_004612, ",6.653,8.098,6.76,5.653,5.205,3.735,1.443,2.321,4.285,4.678,3.574
DPPA3,"NM_199286, ",3492.777,5150.109,10908.029,4978.604,4094.713,6272.577,2516.754,1028.909,891.403,30.981,6.632
